id,title,authors,link,tags,originally_announced_at
99,Unsupervised Learning of Visual Structure using Predictive Generative Networks,"['William Lotter', 'Gabriel Kreiman', 'David Cox']",https://arxiv.org/abs/1511.06380,"['cs.LG', 'cs.AI', 'cs.CV', 'q-bio.NC']","Submitted 20 January, 2016; v1 submitted 19 November, 2015;
      originally announced November 2015."
100,Blending LSTMs into CNNs,"['Krzysztof J. Geras', 'Abdel-rahman Mohamed', 'Rich Caruana', 'Gregor Urban', 'Shengjie Wang', 'Ozlem Aslan', 'Matthai Philipose', 'Matthew Richardson', 'Charles Sutton']",https://arxiv.org/abs/1511.06433,['cs.LG'],"Submitted 14 September, 2016; v1 submitted 19 November, 2015;
      originally announced November 2015."
101,Comparative Study of Deep Learning Software Frameworks,"['Soheil Bahrampour', 'Naveen Ramakrishnan', 'Lukas Schott', 'Mohak Shah']",https://arxiv.org/abs/1511.06435,['cs.LG'],"Submitted 29 March, 2016; v1 submitted 19 November, 2015;
      originally announced November 2015."
102,Dueling Network Architectures for Deep Reinforcement Learning,"['Ziyu Wang', 'Tom Schaul', 'Matteo Hessel', 'Hado van Hasselt', 'Marc Lanctot', 'Nando de Freitas']",https://arxiv.org/abs/1511.06581,['cs.LG'],"Submitted 5 April, 2016; v1 submitted 20 November, 2015;
      originally announced November 2015."
103,Towards Universal Paraphrastic Sentence Embeddings,"['John Wieting', 'Mohit Bansal', 'Kevin Gimpel', 'Karen Livescu']",https://arxiv.org/abs/1511.08198,"['cs.CL', 'cs.LG']","Submitted 4 March, 2016; v1 submitted 25 November, 2015;
      originally announced November 2015."
104,Named Entity Recognition with Bidirectional LSTM-CNNs,"['Jason P. C. Chiu', 'Eric Nichols']",https://arxiv.org/abs/1511.08308,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 19 July, 2016; v1 submitted 26 November, 2015;
      originally announced November 2015."
105,Regularizing RNNs by Stabilizing Activations,"['David Krueger', 'Roland Memisevic']",https://arxiv.org/abs/1511.08400,"['cs.NE', 'cs.CL', 'cs.LG', 'stat.ML']","Submitted 26 April, 2016; v1 submitted 26 November, 2015;
      originally announced November 2015."
106,Multilingual Language Processing From Bytes,"['Dan Gillick', 'Cliff Brunk', 'Oriol Vinyals', 'Amarnag Subramanya']",https://arxiv.org/abs/1512.00103,['cs.CL'],"Submitted 2 April, 2016; v1 submitted 30 November, 2015;
      originally announced December 2015."
107,LSTM Neural Reordering Feature for Statistical Machine Translation,"['Yiming Cui', 'Shijin Wang', 'Jianfeng Li']",https://arxiv.org/abs/1512.00177,"['cs.CL', 'cs.AI', 'cs.NE']","Submitted 16 June, 2016; v1 submitted 1 December, 2015;
      originally announced December 2015."
108,Effective LSTMs for Target-Dependent Sentiment Classification,"['Duyu Tang', 'Bing Qin', 'Xiaocheng Feng', 'Ting Liu']",https://arxiv.org/abs/1512.01100,['cs.CL'],"Submitted 29 September, 2016; v1 submitted 3 December, 2015;
      originally announced December 2015."
109,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,"['Yarin Gal', 'Zoubin Ghahramani']",https://arxiv.org/abs/1512.05287,['stat.ML'],"Submitted 5 October, 2016; v1 submitted 16 December, 2015;
      originally announced December 2015."
110,Continuous online sequence learning with an unsupervised neural network model,"['Yuwei Cui', 'Subutai Ahmad', 'Jeff Hawkins']",https://arxiv.org/abs/1512.05463,"['cs.NE', 'q-bio.NC']","Submitted 28 April, 2016; v1 submitted 16 December, 2015;
      originally announced December 2015."
111,Semi-supervised Question Retrieval with Gated Convolutions,"['Tao Lei', 'Hrishikesh Joshi', 'Regina Barzilay', 'Tommi Jaakkola', 'Katerina Tymoshenko', 'Alessandro Moschitti', 'Lluis Marquez']",https://arxiv.org/abs/1512.05726,"['cs.CL', 'cs.NE']","Submitted 3 April, 2016; v1 submitted 17 December, 2015;
      originally announced December 2015."
112,Feedforward Sequential Memory Networks: A New Structure to Learn Long-term Dependency,"['Shiliang Zhang', 'Cong Liu', 'Hui Jiang', 'Si Wei', 'Lirong Dai', 'Yu Hu']",https://arxiv.org/abs/1512.08301,['cs.NE'],"Submitted 4 January, 2016; v1 submitted 27 December, 2015;
      originally announced December 2015."
113,Learning Natural Language Inference with LSTM,"['Shuohang Wang', 'Jing Jiang']",https://arxiv.org/abs/1512.08849,"['cs.CL', 'cs.AI', 'cs.NE']","Submitted 10 November, 2016; v1 submitted 30 December, 2015;
      originally announced December 2015."
114,Mutual Information and Diverse Decoding Improve Neural Machine Translation,"['Jiwei Li', 'Dan Jurafsky']",https://arxiv.org/abs/1601.00372,"['cs.CL', 'cs.AI']","Submitted 22 March, 2016; v1 submitted 3 January, 2016;
      originally announced January 2016."
115,Brain4Cars: Car That Knows Before You Do via Sensory-Fusion Deep Learning Architecture,"['Ashesh Jain', 'Hema S Koppula', 'Shane Soh', 'Bharad Raghavan', 'Avi Singh', 'Ashutosh Saxena']",https://arxiv.org/abs/1601.00740,"['cs.RO', 'cs.CV', 'cs.LG']","Submitted 5 January, 2016; 
      originally announced January 2016."
116,End-to-End Relation Extraction using LSTMs on Sequences and Tree Structures,"['Makoto Miwa', 'Mohit Bansal']",https://arxiv.org/abs/1601.00770,"['cs.CL', 'cs.LG']","Submitted 7 June, 2016; v1 submitted 5 January, 2016;
      originally announced January 2016."
117,Memory Matters: Convolutional Recurrent Neural Network for Scene Text Recognition,"['Guo Qiang', 'Tu Dan', 'Li Guohui', 'Lei Jun']",https://arxiv.org/abs/1601.01100,['cs.CV'],"Submitted 6 January, 2016; 
      originally announced January 2016."
118,Recurrent Memory Networks for Language Modeling,"['Ke Tran', 'Arianna Bisazza', 'Christof Monz']",https://arxiv.org/abs/1601.01272,['cs.CL'],"Submitted 22 April, 2016; v1 submitted 6 January, 2016;
      originally announced January 2016."
119,Leveraging Sentence-level Information with Encoder LSTM for Semantic Slot Filling,"['Gakuto Kurata', 'Bing Xiang', 'Bowen Zhou', 'Mo Yu']",https://arxiv.org/abs/1601.01530,['cs.CL'],"Submitted 30 August, 2016; v1 submitted 7 January, 2016;
      originally announced January 2016."
120,Investigating gated recurrent neural networks for speech synthesis,"['Zhizheng Wu', 'Simon King']",https://arxiv.org/abs/1601.02539,"['cs.CL', 'cs.NE']","Submitted 11 January, 2016; 
      originally announced January 2016."
121,Reading Car License Plates Using Deep Convolutional Neural Networks and LSTMs,"['Hui Li', 'Chunhua Shen']",https://arxiv.org/abs/1601.05610,['cs.CV'],"Submitted 21 January, 2016; 
      originally announced January 2016."
122,Lipreading with Long Short-Term Memory,"['Michael Wand', 'Jan Koutník', 'Jürgen Schmidhuber']",https://arxiv.org/abs/1601.08188,"['cs.CV', 'cs.CL']","Submitted 29 January, 2016; 
      originally announced January 2016."
123,Supervised and Semi-Supervised Text Categorization using LSTM for Region Embeddings,"['Rie Johnson', 'Tong Zhang']",https://arxiv.org/abs/1602.02373,"['stat.ML', 'cs.CL', 'cs.LG']","Submitted 26 May, 2016; v1 submitted 7 February, 2016;
      originally announced February 2016."
124,LSTM Deep Neural Networks Postfiltering for Improving the Quality of Synthetic Voices,"['Marvin Coto-Jiménez', 'John Goddard-Close']",https://arxiv.org/abs/1602.02656,"['cs.SD', 'cs.NE']","Submitted 8 February, 2016; 
      originally announced February 2016."
125,Learning Efficient Algorithms with Hierarchical Attentive Memory,"['Marcin Andrychowicz', 'Karol Kurach']",https://arxiv.org/abs/1602.03218,['cs.LG'],"Submitted 23 February, 2016; v1 submitted 9 February, 2016;
      originally announced February 2016."
126,Learning Over Long Time Lags,['Hojjat Salehinejad'],https://arxiv.org/abs/1602.04335,['cs.NE'],"Submitted 13 February, 2016; 
      originally announced February 2016."
127,"Look, Listen and Learn - A Multimodal LSTM for Speaker Identification","['Jimmy Ren', 'Yongtao Hu', 'Yu-Wing Tai', 'Chuan Wang', 'Li Xu', 'Wenxiu Sun', 'Qiong Yan']",https://arxiv.org/abs/1602.04364,['cs.LG'],"Submitted 13 February, 2016; 
      originally announced February 2016."
128,Bi-directional LSTM Recurrent Neural Network for Chinese Word Segmentation,"['Yushi Yao', 'Zheng Huang']",https://arxiv.org/abs/1602.04874,"['cs.LG', 'cs.CL']","Submitted 15 February, 2016; 
      originally announced February 2016."
129,PlaNet - Photo Geolocation with Convolutional Neural Networks,"['Tobias Weyand', 'Ilya Kostrikov', 'James Philbin']",https://arxiv.org/abs/1602.05314,['cs.CV'],"Submitted 17 February, 2016; 
      originally announced February 2016."
130,Modeling Dependence Dynamics of Air Pollution: Pollution Risk Simulation and Prediction of PM$_{2.5}$ Levels,"['Halis Sak', 'Guanyu Yang', 'Bailiang Li', 'Weifeng Li']",https://arxiv.org/abs/1602.05349,['stat.AP'],"Submitted 17 February, 2016; 
      originally announced February 2016."
131,Contextual LSTM (CLSTM) models for Large scale NLP tasks,"['Shalini Ghosh', 'Oriol Vinyals', 'Brian Strope', 'Scott Roy', 'Tom Dean', 'Larry Heck']",https://arxiv.org/abs/1602.06291,['cs.CL'],"Submitted 31 May, 2016; v1 submitted 19 February, 2016;
      originally announced February 2016."
132,Improving Trajectory Modelling for DNN-based Speech Synthesis by using Stacked Bottleneck Features and Minimum Generation Error Training,"['Zhizheng Wu', 'Simon King']",https://arxiv.org/abs/1602.06727,"['cs.SD', 'cs.CL', 'cs.NE']","Submitted 5 April, 2016; v1 submitted 22 February, 2016;
      originally announced February 2016."
133,Weight Normalization: A Simple Reparameterization to Accelerate Training of Deep Neural Networks,"['Tim Salimans', 'Diederik P. Kingma']",https://arxiv.org/abs/1602.07868,"['cs.LG', 'cs.AI', 'cs.NE']","Submitted 3 June, 2016; v1 submitted 25 February, 2016;
      originally announced February 2016."
134,Lie Access Neural Turing Machine,['Greg Yang'],https://arxiv.org/abs/1602.08671,"['cs.NE', 'cs.AI', 'cs.LG']","Submitted 6 September, 2016; v1 submitted 27 February, 2016;
      originally announced February 2016."
135,Easy-First Dependency Parsing with Hierarchical Tree LSTMs,"['Eliyahu Kiperwasser', 'Yoav Goldberg']",https://arxiv.org/abs/1603.00375,['cs.CL'],"Submitted 26 May, 2016; v1 submitted 1 March, 2016;
      originally announced March 2016."
136,Quantifying the vanishing gradient and long distance dependency problem in recursive neural networks and recursive LSTMs,"['Phong Le', 'Willem Zuidema']",https://arxiv.org/abs/1603.00423,"['cs.AI', 'cs.CL', 'cs.NE']","Submitted 1 March, 2016; 
      originally announced March 2016."
137,Super Mario as a String: Platformer Level Generation Via LSTMs,"['Adam Summerville', 'Michael Mateas']",https://arxiv.org/abs/1603.00930,"['cs.NE', 'cs.LG']","Submitted 8 March, 2016; v1 submitted 2 March, 2016;
      originally announced March 2016."
138,Audio Word2Vec: Unsupervised Learning of Audio Segment Representations using Sequence-to-sequence Autoencoder,"['Yu-An Chung', 'Chao-Chung Wu', 'Chia-Hao Shen', 'Hung-Yi Lee', 'Lin-Shan Lee']",https://arxiv.org/abs/1603.00982,"['cs.SD', 'cs.LG']","Submitted 10 June, 2016; v1 submitted 3 March, 2016;
      originally announced March 2016."
139,End-to-end Sequence Labeling via Bi-directional LSTM-CNNs-CRF,"['Xuezhe Ma', 'Eduard Hovy']",https://arxiv.org/abs/1603.01354,"['cs.LG', 'cs.CL', 'stat.ML']","Submitted 28 May, 2016; v1 submitted 4 March, 2016;
      originally announced March 2016."
140,Neural Architectures for Named Entity Recognition,"['Guillaume Lample', 'Miguel Ballesteros', 'Sandeep Subramanian', 'Kazuya Kawakami', 'Chris Dyer']",https://arxiv.org/abs/1603.01360,['cs.CL'],"Submitted 7 April, 2016; v1 submitted 4 March, 2016;
      originally announced March 2016."
141,A Latent Variable Recurrent Neural Network for Discourse Relation Language Models,"['Yangfeng Ji', 'Gholamreza Haffari', 'Jacob Eisenstein']",https://arxiv.org/abs/1603.01913,"['cs.CL', 'cs.LG', 'cs.NE', 'stat.ML']","Submitted 5 April, 2016; v1 submitted 6 March, 2016;
      originally announced March 2016."
142,Variational Autoencoders for Semi-supervised Text Classification,"['Weidi Xu', 'Haoze Sun', 'Chao Deng', 'Ying Tan']",https://arxiv.org/abs/1603.02514,"['cs.CL', 'cs.LG']","Submitted 24 November, 2016; v1 submitted 8 March, 2016;
      originally announced March 2016."
143,Personalized Speech recognition on mobile devices,"['Ian McGraw', 'Rohit Prabhavalkar', 'Raziel Alvarez', 'Montse Gonzalez Arenas', 'Kanishka Rao', 'David Rybach', 'Ouais Alsharif', 'Hasim Sak', 'Alexander Gruenstein', 'Francoise Beaufays', 'Carolina Parada']",https://arxiv.org/abs/1603.03185,"['cs.CL', 'cs.LG', 'cs.SD']","Submitted 11 March, 2016; v1 submitted 10 March, 2016;
      originally announced March 2016."
144,Training with Exploration Improves a Greedy Stack-LSTM Parser,"['Miguel Ballesteros', 'Yoav Goldberg', 'Chris Dyer', 'Noah A. Smith']",https://arxiv.org/abs/1603.03793,['cs.CL'],"Submitted 13 September, 2016; v1 submitted 11 March, 2016;
      originally announced March 2016."
145,Simple and Accurate Dependency Parsing Using Bidirectional LSTM Feature Representations,"['Eliyahu Kiperwasser', 'Yoav Goldberg']",https://arxiv.org/abs/1603.04351,['cs.CL'],"Submitted 20 July, 2016; v1 submitted 14 March, 2016;
      originally announced March 2016."
146,Segmentation from Natural Language Expressions,"['Ronghang Hu', 'Marcus Rohrbach', 'Trevor Darrell']",https://arxiv.org/abs/1603.06180,['cs.CV'],"Submitted 20 March, 2016; 
      originally announced March 2016."
147,Semi-supervised Word Sense Disambiguation with Neural Models,"['Dayu Yuan', 'Julian Richardson', 'Ryan Doherty', 'Colin Evans', 'Eric Altendorf']",https://arxiv.org/abs/1603.07012,['cs.CL'],"Submitted 4 November, 2016; v1 submitted 22 March, 2016;
      originally announced March 2016."
148,Semantic Object Parsing with Graph LSTM,"['Xiaodan Liang', 'Xiaohui Shen', 'Jiashi Feng', 'Liang Lin', 'Shuicheng Yan']",https://arxiv.org/abs/1603.07063,['cs.CV'],"Submitted 22 March, 2016; 
      originally announced March 2016."
149,A Diagram Is Worth A Dozen Images,"['Aniruddha Kembhavi', 'Mike Salvato', 'Eric Kolve', 'Minjoon Seo', 'Hannaneh Hajishirzi', 'Ali Farhadi']",https://arxiv.org/abs/1603.07396,"['cs.CV', 'cs.AI']","Submitted 23 March, 2016; 
      originally announced March 2016."
150,Attentive Contexts for Object Detection,"['Jianan Li', 'Yunchao Wei', 'Xiaodan Liang', 'Jian Dong', 'Tingfa Xu', 'Jiashi Feng', 'Shuicheng Yan']",https://arxiv.org/abs/1603.07415,['cs.CV'],"Submitted 23 March, 2016; 
      originally announced March 2016."
151,Co-occurrence Feature Learning for Skeleton based Action Recognition using Regularized Deep LSTM Networks,"['Wentao Zhu', 'Cuiling Lan', 'Junliang Xing', 'Wenjun Zeng', 'Yanghao Li', 'Li Shen', 'Xiaohui Xie']",https://arxiv.org/abs/1603.07772,"['cs.CV', 'cs.LG']","Submitted 24 March, 2016; 
      originally announced March 2016."
152,Investigation Into The Effectiveness Of Long Short Term Memory Networks For Stock Price Prediction,['Hengjian Jia'],https://arxiv.org/abs/1603.07893,"['cs.NE', 'cs.LG']","Submitted 28 August, 2016; v1 submitted 25 March, 2016;
      originally announced March 2016."
153,On the Compression of Recurrent Neural Networks with an Application to LVCSR acoustic modeling for Embedded Speech Recognition,"['Rohit Prabhavalkar', 'Ouais Alsharif', 'Antoine Bruguier', 'Ian McGraw']",https://arxiv.org/abs/1603.08042,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 2 May, 2016; v1 submitted 25 March, 2016;
      originally announced March 2016."
154,Audio Visual Emotion Recognition with Temporal Alignment and Perception Attention,"['Linlin Chao', 'Jianhua Tao', 'Minghao Yang', 'Ya Li', 'Zhengqi Wen']",https://arxiv.org/abs/1603.08321,"['cs.CV', 'cs.CL', 'cs.LG']","Submitted 28 March, 2016; 
      originally announced March 2016."
155,Deep Embedding for Spatial Role Labeling,"['Oswaldo Ludwig', 'Xiao Liu', 'Parisa Kordjamshidi', 'Marie-Francine Moens']",https://arxiv.org/abs/1603.08474,"['cs.CL', 'cs.CV', 'cs.LG', 'cs.NE']","Submitted 28 March, 2016; 
      originally announced March 2016."
156,Enhancing Sentence Relation Modeling with Auxiliary Character-level Embedding,"['Peng Li', 'Heng Huang']",https://arxiv.org/abs/1603.09405,"['cs.CL', 'cs.AI', 'cs.NE']","Submitted 30 March, 2016; 
      originally announced March 2016."
157,Minimal Gated Unit for Recurrent Neural Networks,"['Guo-Bing Zhou', 'Jianxin Wu', 'Chen-Lin Zhang', 'Zhi-Hua Zhou']",https://arxiv.org/abs/1603.09420,"['cs.NE', 'cs.LG']","Submitted 30 March, 2016; 
      originally announced March 2016."
158,LSTM based Conversation Models,"['Yi Luan', 'Yangfeng Ji', 'Mari Ostendorf']",https://arxiv.org/abs/1603.09457,['cs.CL'],"Submitted 31 March, 2016; 
      originally announced March 2016."
159,Image Captioning with Deep Bidirectional LSTMs,"['Cheng Wang', 'Haojin Yang', 'Christian Bartz', 'Christoph Meinel']",https://arxiv.org/abs/1604.00790,"['cs.CV', 'cs.CL', 'cs.MM']","Submitted 20 July, 2016; v1 submitted 4 April, 2016;
      originally announced April 2016."
160,A Focused Dynamic Attention Model for Visual Question Answering,"['Ilija Ilievski', 'Shuicheng Yan', 'Jiashi Feng']",https://arxiv.org/abs/1604.01485,"['cs.CV', 'cs.CL', 'cs.NE']","Submitted 6 April, 2016; 
      originally announced April 2016."
161,Improving LSTM-based Video Description with Linguistic Knowledge Mined from Text,"['Subhashini Venugopalan', 'Lisa Anne Hendricks', 'Raymond Mooney', 'Kate Saenko']",https://arxiv.org/abs/1604.01729,"['cs.CL', 'cs.CV']","Submitted 29 November, 2016; v1 submitted 6 April, 2016;
      originally announced April 2016."
162,Geometric Scene Parsing with Hierarchical LSTM,"['Zhanglin Peng', 'Ruimao Zhang', 'Xiaodan Liang', 'Xiaobai Liu', 'Liang Lin']",https://arxiv.org/abs/1604.01931,['cs.CV'],"Submitted 8 April, 2016; v1 submitted 7 April, 2016;
      originally announced April 2016."
163,Word embeddings and recurrent neural networks based on Long-Short Term Memory nodes in supervised biomedical word sense disambiguation,['Antonio Jimeno Yepes'],https://arxiv.org/abs/1604.02506,"['cs.CL', 'cs.LG']","Submitted 19 December, 2016; v1 submitted 8 April, 2016;
      originally announced April 2016."
